text,cleaned,preprocessed
"yes. i think when you get old, you begin to smell.;;;;",yes i think when you get old you begin to smell ,yes think get old begin smell
like fruit that is too ripe?;;;;,like fruit that is too ripe ,like fruit ripe
"yes, just like fruit that is too ripe.;;;;",yes just like fruit that is too ripe ,yes like fruit ripe
but the smell is different.;;;;,but the smell is different ,smell different
"yes, old people don't smell like fruit.;;;;",yes old people don t smell like fruit ,yes old people smell like fruit
"no, they smell like a thrift shop.;;;;",no they smell like a thrift shop ,smell like thrift shop
"yes, a thrift shop has that same smell.;;;;",yes a thrift shop has that same smell ,yes thrift shop smell
the price of stamps goes up and up.;;;;,the price of stamps goes up and up ,price stamps goes
i think stamps used to cost a penny.;;;;,i think stamps used to cost a penny ,think stamps used cost penny
that was a long time ago.;;;;,that was a long time ago ,long time ago
it was before i was born.;;;;,it was before i was born ,born
now a stamp is 42 cents.;;;;,now a stamp is cents ,stamp cents
but in may it will be 44 cents.;;;;,but in may it will be cents ,may cents
have you ever lost a letter in the mail?;;;;,have you ever lost a letter in the mail ,ever lost letter mail
"no, i haven't.;;;;",no i haven t ,
neither have i.;;;;,neither have i ,neither
"so, they do a good job for the money.;;;;",so they do a good job for the money ,good job money
"yes, they do.;;;;",yes they do ,yes
a button came off my shirt.;;;;,a button came off my shirt ,button came shirt
what are you going to do?;;;;,what are you going to do ,going
"first, i have to find the button.;;;;",first i have to find the button ,first find button
where did you lose it?;;;;,where did you lose it ,lose
i have no idea.;;;;,i have no idea ,idea
a button is hard to find. did you look in your pant cuffs?;;;;,a button is hard to find did you look in your pant cuffs ,button hard find look pant cuffs
that's a good idea.;;;;,that s a good idea ,good idea
i found a button in my pant cuffs one time.;;;;,i found a button in my pant cuffs one time ,found button pant cuffs one time
"let me look. no, it's not there.;;;;",let me look no it s not there ,let look
many shirts come with an extra button.;;;;,many shirts come with an extra button ,many shirts come extra button
you're right. this one does have an extra button.;;;;,you re right this one does have an extra button ,right one extra button
i have to go to the bathroom.;;;;,i have to go to the bathroom ,go bathroom
you drink too much coffee.;;;;,you drink too much coffee ,drink much coffee
but i love coffee.;;;;,but i love coffee ,love coffee
"well, it's your life.;;;;",well it s your life ,well life
you eat too much chocolate.;;;;,you eat too much chocolate ,eat much chocolate
i don't think so.;;;;,i don t think so ,think
have you looked in the mirror?;;;;,have you looked in the mirror ,looked mirror
do you think i'm getting fat?;;;;,do you think i m getting fat ,think getting fat
i didn't say that.;;;;,i didn t say that ,say
what did you say?;;;;,what did you say ,say
i said i have to go to the bathroom.;;;;,i said i have to go to the bathroom ,said go bathroom
did you do the laundry?;;;;,did you do the laundry ,laundry
"yes, i did.;;;;",yes i did ,yes
what did you wash?;;;;,what did you wash ,wash
i washed the sheets and towels.;;;;,i washed the sheets and towels ,washed sheets towels
what about the pillowcases?;;;;,what about the pillowcases ,pillowcases
"yes, i took them off the pillows and washed them.;;;;",yes i took them off the pillows and washed them ,yes took pillows washed
did you dry everything in the dryer?;;;;,did you dry everything in the dryer ,dry everything dryer
"yes, i dried everything in the dryer.;;;;",yes i dried everything in the dryer ,yes dried everything dryer
then what did you do?;;;;,then what did you do ,
i folded all the towels.;;;;,i folded all the towels ,folded towels
did you put the sheets on the beds?;;;;,did you put the sheets on the beds ,put sheets beds
do you listen to the radio?;;;;,do you listen to the radio ,listen radio
i listen day and night.;;;;,i listen day and night ,listen day night
what do you listen to?;;;;,what do you listen to ,listen
mostly talk radio.;;;;,mostly talk radio ,mostly talk radio
what's that?;;;;,what s that ,
people talk about current events.;;;;,people talk about current events ,people talk current events
what do they say?;;;;,what do they say ,say
they say they want change.;;;;,they say they want change ,say want change
what kind of change?;;;;,what kind of change ,kind change
they want tax cuts.;;;;,they want tax cuts ,want tax cuts
why do they want tax cuts?;;;;,why do they want tax cuts ,want tax cuts
"mom, i'm hungry.;;;;",mom i m hungry ,mom hungry
look in the fridge.;;;;,look in the fridge ,look fridge
i'm looking. there's nothing to eat.;;;;,i m looking there s nothing to eat ,looking nothing eat
are you sure?;;;;,are you sure ,sure
it's almost empty.;;;;,it s almost empty ,almost empty
i went to the market yesterday.;;;;,i went to the market yesterday ,went market yesterday
i don't see anything.;;;;,i don t see anything ,see anything
i bought lots of oranges and apples.;;;;,i bought lots of oranges and apples ,bought lots oranges apples
i don't want fruit. i want something tasty.;;;;,i don t want fruit i want something tasty ,want fruit want something tasty
eat the fruit. it's good for you.;;;;,eat the fruit it s good for you ,eat fruit good
"next time you go to the market, let me go with you.;;;;",next time you go to the market let me go with you ,next time go market let go
what is there to eat?;;;;,what is there to eat ,eat
i don't know. look in the fridge.;;;;,i don t know look in the fridge ,know look fridge
i think i'll make a sandwich.;;;;,i think i ll make a sandwich ,think make sandwich
what kind?;;;;,what kind ,kind
a ham sandwich.;;;;,a ham sandwich ,ham sandwich
the bread is in the cabinet.;;;;,the bread is in the cabinet ,bread cabinet
where's the mustard?;;;;,where s the mustard ,mustard
"it's in the fridge, i think.;;;;",it s in the fridge i think ,fridge think
"oh, yes, here it is. do you want a sandwich?;;;;",oh yes here it is do you want a sandwich ,oh yes want sandwich
"yes, that sounds nice.;;;;",yes that sounds nice ,yes sounds nice
how about some potato chips?;;;;,how about some potato chips ,potato chips
"it's time for your bath, young lady.;;;;",it s time for your bath young lady ,time bath young lady
"but, mom, i'm not dirty.;;;;",but mom i m not dirty ,mom dirty
you need a bath every day.;;;;,you need a bath every day ,need bath every day
why?;;;;,why ,
because you don't want to smell bad.;;;;,because you don t want to smell bad ,want smell bad
i don't smell bad.;;;;,i don t smell bad ,smell bad
that's what you think.;;;;,that s what you think ,think
"if i smelled bad, i could smell me.;;;;",if i smelled bad i could smell me ,smelled bad could smell
i can smell you.;;;;,i can smell you ,smell
"i can smell you, too.;;;;",i can smell you too ,smell
that's my perfume.;;;;,that s my perfume ,perfume
something's wrong with my computer.;;;;,something s wrong with my computer ,something wrong computer
exactly what?;;;;,exactly what ,exactly
all i get is a black screen.;;;;,all i get is a black screen ,get black screen
what's the matter?;;;;,what s the matter ,matter
"i think i know, because this happened before.;;;;",i think i know because this happened before ,think know happened
what happened before?;;;;,what happened before ,happened
my hard drive crashed.;;;;,my hard drive crashed ,hard drive crashed
"oh, no. that's bad news.;;;;",oh no that s bad news ,oh bad news
"it sure is, but i'm going to call hp first, just to make sure.;;;;",it sure is but i m going to call hp first just to make sure ,sure going call hp first make sure
will you lose all your files?;;;;,will you lose all your files ,lose files
"no, i always back up my files.;;;;",no i always back up my files ,always back files
i called hp about my computer.;;;;,i called hp about my computer ,called hp computer
what did they say?;;;;,what did they say ,say
they said i need a new hard drive.;;;;,they said i need a new hard drive ,said need new hard drive
that's too bad. how much is a new one?;;;;,that s too bad how much is a new one ,bad much new one
"it's not too much, only about $85.;;;;",it s not too much only about ,much
plus installation?;;;;,plus installation ,plus installation
"no, my hard drive is easy to remove and replace.;;;;",no my hard drive is easy to remove and replace ,hard drive easy remove replace
really?;;;;,really ,really
"yes, it's just a couple of screws.;;;;",yes it s just a couple of screws ,yes couple screws
that's nice.;;;;,that s nice ,nice
it's a lot better than paying someone $60.;;;;,it s a lot better than paying someone ,lot better paying someone
what's your email address?;;;;,what s your email address ,email address
it's bluedog123.;;;;,it s bluedog ,bluedog
bluedog123. are you sure that's all?;;;;,bluedog are you sure that s all ,bluedog sure
yes.;;;;,yes ,yes
no. that's incomplete.;;;;,no that s incomplete ,incomplete
what do you mean?;;;;,what do you mean ,mean
what's your mailing address?;;;;,what s your mailing address ,mailing address
"456 cherry drive, pasadena, ca 91170.;;;;", cherry drive pasadena ca ,cherry drive pasadena ca
that's correct.;;;;,that s correct ,correct
so what's the problem?;;;;,so what s the problem ,problem
"bluedog123 is just the street. you have to give me the city, state, and zip code.;;;;",bluedog is just the street you have to give me the city state and zip code ,bluedog street give city state zip code
i'm going to take a nap.;;;;,i m going to take a nap ,going take nap
you should unplug the phone.;;;;,you should unplug the phone ,unplug phone
that's a good idea.;;;;,that s a good idea ,good idea
do you want me to wake you in an hour?;;;;,do you want me to wake you in an hour ,want wake hour
"no, thanks. just let me sleep until i wake up.;;;;",no thanks just let me sleep until i wake up ,thanks let sleep wake
